CLNDN	Occurrence
Amyotrophic_lateral_sclerosis-parkinsonism/dementia_complex_1	1
Intracerebral_periventricular_calcifications	1
Amyotrophic_Lateral_Sclerosis_with_Sensory_Neuropathy	1
Thrombotic_stroke	1
Amelogenesis_imperfecta_type_3B	1
Alzheimer_disease_familial_3	1
Alzheimer_disease_19	1
Thyroid-associated_orbitopathy	1
Altered_myosin_contractile_function	1
Alport_syndrome_type_2	1
Thyroid_carcinoma	1
Alpers-like_hepatocerebral_syndrome	1
Alpha_trait_thalassemia	1
Intimal_medial_thickness_of_internal_carotid_artery	1
Thyroid_gland_undifferentiated_(anaplastic)_carcinoma	1
Alpha-thalassemia/mental_retardation_syndrome	1
Alpha-N-acetylgalactosaminidase_deficiency	1
Alpha-thalassemia-2	1
Alpha-thalassemia	1
Amyotrophic_lateral_sclerosis_26_with_or_without_frontotemporal_dementia	1
Thrombocytopenia_6	1
Intestinal_malrotation	1
Alobar_holoprosencephaly	1
Thin_vermilion_border	1
Angiotensin_i-converting_enzyme	1
Intestinal_polyp	1
Angiofibromas	1
Third_degree_atrioventricular_block	1
Intracranial_hemorrhage	1
Thoracic_aortic_dissection	1
Aldosterone_to_renin_ratio	1
Aneurysm_of_descending_aorta	1
Aneurysm	1
Allergic_rhinitis	1
Anencephaly_2	1
Tip-toe_gait	1
Anencephalus	1
Thrombocythemia_2	1
Allergy	1
Androgen_deprivation_therapy_response	1
Anaplastic_oligodendroglioma	1
Intestinal_polyposis	1
Anaphylotoxin_inactivator_deficiency	1
Analbuminemia_Baghdad	1
Aplasia_of_the_uterus	1
Aplastic/hypoplastic_toenail	1
Aerodigestive_tract_cancer	1
Acute_leukemia_of_ambiguous_lineage	1
TGFB3-related_connective_tissue_disorders	1
THYROID_CANCER	1
THYROID_CARCINOMA_WITH_THYROTOXICOSIS	1
THYROTROPIN_RECEPTOR_POLYMORPHISM	1
TLK2-Related_Disorder	1
Acute_myeloid_leukemia_with_multilineage_dysplasia	1
Acute_otitis_media	1
TLK2-related_neurodevelopmental_disorder	1
Acute_promyelocytic_leukemia	1
TMC1-Related_Disorders	1
Intrahepatic_cholestasis_with_episodic_jaundice	1
Arteriosclerosis	1
Acyl-CoA_dehydrogenase_deficiency	1
Trichiasis	1
Addison_disease	1
Arterial_thrombosis	1
TNF_receptor_binding	1
TNNT2-Related_Cardiomyopathy	1
TNPO2-related_condition	1
TNRC6B-related_complex_neurodevelopmental_disorder	1
TNXB-related_hypermobile_Ehlers-Danlos_syndrome	1
TFE3-Associated_Neurodevelopmental_disorder	1
Acute_kidney_injury	1
Adenoma_of_the_adrenal_gland	1
TERT-associated_disorder	1
Acroosteolysis_of_distal_phalanges_(feet)	1
Trifascicular_block_on_electrocardiogram	1
T-cell_receptor_alpha/beta_deficiency	1
Action_tremor	1
TAB2-related_disorder	1
Trichothiodystrophy_9	1
Arylsulfatase_a	1
TANC2-related_neurodevelopmental_disorders	1
TAOK1-related_neurodevelopmental_disorder	1
TAP1_deficiency	1
Activated_PI3K-delta_syndrome	1
Actn3_deficiency	1
Arthrogryposis_with_renal_dysfunction_and_cholestasis_syndrome	1
TAX1BP3-related_arrhythmogenic_right_ventricular_cardiomyopathy	1
Acute_encephalopathy	1
TBL1XR1-related_neurodevelopmental_disorders	1
TBX2-related_condition	1
TCF20-related_condition	1
Acute_erythroleukemia	1
Acute_hepatic_failure	1
TERT-Related_Disorders	1
Adenocarcinoma_of_lung	1
Adenoma_sebaceum	1
Transferrin_variant_b2	1
Intrahepatic_cholestasis	1
Transient_myeloproliferative_disorder_of_Down_syndrome	1
TTN-Related_disorder	1
Adult_spinal_cord_ependymoma	1
Transferrin_variant_d1	1
Apolipoprotein_c-iii	1
TUBB-related_tubulinopathy	1
TUBB2A-related_tubulinopathy	1
Transferrin_variant_chi	1
TUBB2B-related_tubulinopathy	1
TUBB3-Related_Disorder	1
TUBB3-Releated_Disorders	1
Transferrin_variant_c1/c2	1
TUBB4A-related_hypomyelinating_leukodystrophy_and/or_torsion_dystonia	1
TULP1-Related_Disorders	1
TWIST1-related_disorder	1
TYPE_1_DIABETES_MELLITUS	1
TYPE_1_DIABETES_MELLITUS_12	1
TYPE_2_DIABETES_MELLITUS_5	1
Apolipoprotein_c-ii_variant	1
Transferrin_variant_bv	1
Talipes_cavus_equinovarus	1
Adult_onset_vitelliform_dystrophy	1
TSHR-Related_Disorders	1
TPP2_deficiency	1
TSC2-Related_Disorder	1
TRAF7-Related_Disorder	1
TRANSCOBALAMIN_II_POLYMORPHISM	1
TRANSTHYRETIN_POLYMORPHISM	1
TRAPP-associated_developmental_delay	1
TRAPPC6B-related_neurodevelopmental_disorder	1
Arnold-Chiari_malformation	1
TRIM8-related_epileptic_encephalopathy	1
TRIP12_associated_autism_with_facial_dysmorphology	1
TRPM3-related_Intellectual_Disability_and_Epilepsy	1
TRPM3_related_disorder	1
Adenomatous_polyposis_coli_with_congenital_cholesteatoma	1
TRPM3_related_neruodevelopmental_disorder	1
TRPM4-Related_Disorders	1
TRPV4-Associated_Disorders	1
TRPV4-associated_skeletal_dysplasias	1
Adenosine_deaminase_2_allozyme	1
Adolescent_alopeciam_dentogingival_abnormalitites_and_intellectual_disability	1
TRPV4-related_disorders	1
Adrenal_hyperplasia	1
Adrenal_pheochromocytoma	1
Areflexia	1
Beta-showa-yakushiji_thalassemia	1
KARS1-related_disorder	1
Celiac_disease_4	1
CPT1A_ARCTIC_VARIANT	1
CSDE1-associated_disorder	1
Abnormal_mitochondria_in_muscle_tissue	1
CROMER_BLOOD_GROUP_SYSTEM	1
Ventricular_arrhythmia	1
Ventral_septal_defect	1
Shwachman_syndrome	1
CREBBP-Related_Disorders	1
KIDD_BLOOD_POLYMORPHISM_Jk(a)/Jk(b)	1
Abnormal_muscle_fiber_dystrophin_expression	1
CR2-Related_Disorders	1
Abnormal_muscle_fiber_morphology	1
Short_palpebral_fissure	1
Abnormal_muscle_tone	1
Vel_blood_group_system	1
Vater_association_with_macrocephaly_and_ventriculomegaly	1
CONE-ROD_DYSTROPHY	1
COMPLEMENT_COMPONENT_8	1
COLTON_BLOOD_GROUP_POLYMORPHISM	1
COLLAGEN_TYPE_III_POLYMORPHISM	1
Abnormal_myelination	1
COL9A2-Related_Disorders	1
COL9A1-Related_Disorders	1
Joubert-orofaciodigital_syndrome	1
Abnormal_lung_growth	1
CSMD3-associated_Hirschsprung_disease	1
Shuffling_gait	1
Irritability	1
CYFIP2-related_neurodevelopmental_disorders	1
CYBA_POLYMORPHISM	1
CUP_(carcinoma_unknown_primary)_syndrome	1
CUL4B-related_X-linked_intellectual_disability	1
KIF21B-related_Neurodevelopmental_disorder	1
KIF1A-related_disorders	1
Abnormal_eyebrow_morphology	1
CTCF-Related_Disorder	1
CSRP3-Related_Disorders	1
Joint_swelling	1
Abnormal_glycosylation_(CDG_IIa)	1
CSNK2B-Related_Disorder	1
Abnormal_growth_hormone_level	1
Abnormal_heart_valve_morphology	1
CSNK2A1-related_neurodevelopmental_syndrome	1
Abnormal_left_ventricle_morphology	1
Shoulder_subluxation	1
Abnormal_left_ventricular_function	1
Abnormal_liver_function_tests_during_pregnancy	1
CSNK2A1-_Related_Disorders	1
Irregular_respiration	1
COL7A1-related_disorders	1
COL6A5_POLYMORPHISM	1
COL1A1-related_osteogenesis_imperfecta	1
COL12A1-_Related_Disorder	1
COL11A2-_Related_Disorder	1
Skeletal_defects	1
COL11A2-Related_Disorders	1
Van_Maldergem_syndrome	1
Skeletal_dysplasia_and_progressive_central_nervous_system_degeneration	1
Skeletal_dysplasia_with_acanthosis_nigricans	1
Skeletal_muscle_hypertrophy	1
COG6-related_disorder	1
CODON_72_POLYMORPHISM	1
CNTNAP5-associated_intellectual_disability	1
Skin/hair/eye_pigmentation_3	1
Skin_adenoma	1
CNTNAP1-related_disease	1
CNTN5-related_Neurodevelopmental_disorder	1
Vaginal_hydrocele	1
CNNM2-related_neurodevelopmental_disorder_and_hypomagnesemia	1
Abnormal_trabecular_meshwork_morphology	1
CLTC-Related_Disorder	1
CLCN4-related_X-linked_intellectual_disability_syndrome	1
CIP1/WAF1_TUMOR-ASSOCIATED_POLYMORPHISM_1	1
Abnormal_substantia_nigra_morphology	1
KDM6B-related_neurodevelopmental_disorder	1
Abnormal_peripheral_nervous_system_morphology	1
COL2A1-Related_Disorder	1
Abnormal_platelet_morphology	1
COL6A2-related_disorder	1
Simplex_epidermolysis_bullosa_Ogna_type	1
Abnormal_platelet_shape	1
COL6A1-related_Disorder	1
KELL_K/k_BLOOD_GROUP_POLYMORPHISM	1
Single_Ventricle_Defect	1
Abnormal_posterior_cranial_fossa_morphology	1
Abnormal_rectum_morphology	1
COL4A1-Related_Disorder	1
Single_umbilical_artery	1
Single_ventricle	1
COL3A1-Related_Disorder	1
Varicose_veins	1
COL2A1-related_phenotype	1
Irregular_hyperpigmentation	1
KELL-NULL_PHENOTYPE	1
Abnormal_skull_morphology	1
Sinus_tachycardia	1
Sirenomelia	1
Abnormal_sperm_morphology	1
Short_phalanx_of_finger	1
Short_palm	1
Spinocerebellar_ataxia_37	1
Vitiligo	1
Severe_dystonia	1
Severe_hearing_impairment	1
Abdominal_colic	1
Vitreoretinopathy_with_phalangeal_epiphyseal_dysplasia	1
Cardioacrofacial_dysplasia_1	1
Vitiligo-associated_multiple_autoimmune_disease_susceptibility_1	1
Severe_intrauterine_growth_retardation	1
Severe_lactic_acidosis	1
Severe_microlissencephaly	1
Cardio-cutaneous_syndrome	1
Cardiac_rhabdomyoma	1
CYP2E1*6_ALLELE	1
Vitelliform_macular_dystrophy_1	1
Severe_neonatal_hypotonia_improving_with_age	1
Ablepharon_macrostomia_syndrome	1
Severe_photosensitivity	1
Severe_postnatal_growth_retardation	1
Severe_primary_microcephaly	1
Abnormal_CNS_myelination	1
Severe_short-limb_dwarfism	1
Severe_underweight_in_infancy_childhood_and_adolescence	1
Carcinoma_of_male_breast	1
Severe_cystic_degeneration_of_the_brain	1
Carotid_artery_stenosis	1
Carotid_body_paraganglioma	1
Carotid_intimal_medial_thickness_1	1
Septooptic_dysplasia	1
Serotonin_transporter_activity	1
ATR-X-related_syndrome	1
Serum_calcium_level	1
Serum_level_of_adiponectin_1	1
KMT2C-related_condition	1
WDR81-Related_Disorder	1
WDR1_deficiency	1
Caused_by_mutation_in_the_tafazzin_gene	1
Caudate_atrophy	1
AUBERGER_BLOOD_GROUP_POLYMORPHISM_Au(a)/Au(b)	1
Severe_cerebellar_hypoplasia	1
Caudal_regression_syndrome	1
Cataract_Hutterite_type	1
AV_Block_Third_Degree_Adverse_Event	1
Cataract_17	1
WAPL-related_disorder	1
WAC-related_neurodevelopmental_disorder	1
KMT2B-related_disorders	1
Severe_combined_immunodeficiency_with_sensitivity_to_ionizing_radiation_due_to_nhej1_deficiency	1
Carpal_osteolysis	1
Sex_Hormone-Binding_Globulin_Deficiency	1
Sezary_syndrome	1
Carcinoma_of_head_of_pancreas	1
Joint_hyperflexibility	1
Islet_cell_adenomatosis	1
Calcitonin_polymorphism	1
Calcaneovalgus_deformity	1
Abnormal_choroid_morphology	1
Cachexia	1
Cabozantinib_resistance	1
Short_attention_span	1
Abnormal_ciliary_motility	1
Short_clavicles	1
Abnormal_circulating_calcium_concentration	1
Short_distal_phalanx_of_toe	1
Abnormal_circulating_carbohydrate_concentration	1
Ca/Tu_ALLOANTIGEN_POLYMORPHISM	1
Abnormal_circulating_lipid_concentration	1
CYTIDINE_5-PRIME_TRIPHOSPHATE_SYNTHETASE_2_deficiency	1
Abnormal_circulating_ornithine_concentration	1
Abnormal_circulating_porphyrin_concentration	1
CYP4V2-Related_Disorders	1
Abnormal_dense_granule_content	1
CYP3A4_PROMOTER_POLYMORPHISM	1
Abnormal_dense_granules	1
Abnormal_cerebellar_vermis_morphology	1
Short_QT_Syndrome_4	1
Shallow_orbits	1
Visual_field_defect	1
Carcinoid_tumor_of_intestine	1
Shone_complex	1
Short-limb_skeletal_dysplasia_with_severe_combined_immunodeficiency	1
Carbonic_anhydrase_I_deficiency	1
Abnormal_activity_of_mitochondrial_respiratory_chain	1
Carbonic_anhydrase_I	1
Carbamazepine_hypersensitivity	1
KLF7-related_disorder	1
Inflammatory_bowel_disease_5	1
Capillary_Telangiectasia	1
Abnormal_aortic_valve_morphology	1
Cancer_progression_and_tumor_cell_motility	1
Cancer_of_multiple_types	1
Canavan_disease	1
Camptodactyly_of_2nd-5th_fingers	1
Joint_contracture_of_the_hand	1
Abnormal_biliary_tract_morphology	1
Calvarial_doughnut_lesions_with_bone_fragility_with_or_without_spondylometaphyseal_dysplasia	1
Calcium_nephrolithiasis	1
Abnormal_cartilage_collagen	1
Short_5th_finger	1
VPS16-associated_disorder	1
CILIARY_NEUROTROPHIC_FACTOR_POLYMORPHISM	1
Sleep_myoclonus	1
Spermatogenic_failure_26	1
Spermatogenic_failure_15	1
Bowed_humerus	1
KCNJ11-Related_Disorders	1
Borrone_di_Rocco_Crovato_syndrome	1
Unipolar_depression	1
Bone_mineral_density_quantitative_trait_locus_17	1
Spermatogenic_failure_21	1
Spermatogenic_failure_22	1
KCNH1-related_phenotype	1
KCNH1-related_disorders	1
Unilateral_deafness	1
VON_WILLEBRAND_FACTOR_POLYMORPHISM	1
Unilateral_cryptorchidism	1
Unilateral_Hypotonia	1
Bohring-Opitz-like_syndrome	1
Undifferentiated_pleomorphic_sarcoma	1
Spermatogenic_failure_32	1
Iris_transillumination_defect	1
Body_mass_index_quantitative_trait_locus_18	1
Body_mass_index_quantitative_trait_locus_12	1
Body_mass_index_quantitative_trait_locus_10	1
Body_mass_index	1
Bowel_incontinence	1
Spermatogenic_failure_13	1
Abnormality_of_the_inner_ear	1
Abnormality_of_the_hairline	1
Breast_and_ovarian_cancer	1
Branchiootorenal_syndrome_with_cataract	1
Upslanted_palpebral_fissure	1
Brain_malformation	1
Brain_iron_accummulation	1
Brain_dopamine-serotonin_vesicular_transport_disease	1
Brain_aneurysm	1
Specific_language_impairment_5	1
Abnormality_of_the_fontanelles_or_cranial_sutures	1
Abnormality_of_the_frontal_bone	1
Upper_limb_hypertonia	1
Bradycardia	1
Brachyturricephaly	1
KCNMA1-related_disorders	1
Speech_articulation_difficulties	1
Speech_delay	1
Upper_eyelid_coloboma	1
Brachydactyly_syndrome_type_E	1
Brachydactyly-syndactyly-oligodactyly_syndrome	1
Bowing_of_the_legs	1
Bowing_of_limbs_due_to_multiple_fractures	1
Bockenheimer_syndrome	1
Underdeveloped_nasal_alae	1
Uncombable_hair_syndrome_3	1
Bilateral_squint	1
KCNB1-related_disorder	1
KCNA1-related_disorders	1
Bilateral_multifocal_epileptiform_discharges	1
Abnormality_of_the_neck	1
Bilateral_conductive_hearing_impairment	1
USP9X_related_disorders	1
KCN2A-Related_Disorder	1
Inherited_spastic_paresis	1
Spinal_dysraphism	1
Spinal_hemangioblastoma	1
Bilateral_breast_carcinoma	1
Bilateral_basal_ganglia_lesions	1
Abnormality_of_the_outer_ear	1
USP7-related_condition	1
Spinal_neurofibromas	1
Bifid_nasal_tip	1
Spindle_cell_sarcoma	1
Abnormality_of_the_pancreas	1
USH1G-Related_Disorders	1
UPF3B-associated_intellectual_disability	1
Spinocerebellar_ataxia_36	1
KCNC2-related_disorder	1
Abnormality_of_the_nasal_dorsum	1
Blue_nevus	1
KCND3-Related_Disorder	1
Spermatogenic_failure_41	1
Blood_group_antigen_abnormality	1
Blistering	1
Blepharitis	1
Bleeding_disorder_platelet_type_macrothrombocytopenia	1
Blakemore-Durmaz-Vasileiou_(BDV)_syndrome	1
Uncombable_hair_syndrome_2	1
Abnormality_of_the_liver	1
Bladder_cancer	1
Ulnar/fibular_ray_defect_and_brachydactyly	1
Spermatogenic_failure_54	1
Spermatogenic_failure_55	1
Birth_length_less_than_3rd_percentile	1
Birk-Barel_Intellectual_Disability_Dysmorphism_Syndrome	1
Spermatogenic_failure_62	1
Spermatogenic_failure_63	1
Abnormality_of_the_lymph_nodes	1
Abnormality_of_the_male_genitalia	1
Abnormality_of_the_mandible	1
Spermatogenic_failures_50	1
Bilateral_undescended_testicles	1
Urethral_atresia	1
Abnormality_of_the_dorsal_column_of_the_spinal_cord	1
Spastic_paraplegia_83	1
KDM5C-related_X-linked_syndromic_intellectual_disability	1
VARIANT_OF_UNKNOWN_SIGNIFICANCE	1
CENPJ-Related_Disorders	1
Abnormality_of_acid-base_homeostasis	1
Abnormality_of_body_height	1
CDKL5-related_disorder	1
CDK8-kinase_module-associated_disorder	1
CDK19-related_condition	1
CDH2-related_condition	1
Soluble_interleukin-6_receptor	1
Somatosensory_seizure	1
Somatostatin_analog	1
CDC42BPB-related_Neurodevelopmental_disorder	1
CD99_Positive_Neoplastic_Cells_Present	1
CCR5_PROMOTER_POLYMORPHISM	1
KDM5A-related_Neurodevelopmental_disorder_with_autism	1
CCDC115-CDG	1
Abnormality_of_corpus_callosum	1
CATECHOL-O-METHYLTRANSFERASE_POLYMORPHISM	1
CATARACT_49	1
Abnormality_of_earlobe	1
CASK-related_intellectual_disability_and_microcephaly_with_pontine_and_cerebellar_hypoplasia	1
CEP290-related_ciliopathies	1
CFH-Related_Disorders	1
KCNT1-related_channelopathy	1
CFI-Related_Disorders	1
Slender_long_bone	1
VON_HIPPEL-LINDAU_SYNDROME	1
CILIARY_DYSKINESIA	1
VISCERAL_NEUROPATHY	1
Abnormal_upper_motor_neuron_morphology	1
CHRNA1-Related_Congenital_Myasthenic_Syndrome	1
Abnormal_urinary_color	1
Abnormal_vena_cava_morphology	1
CHEK2-related_cancer_risk	1
Abnormal_ventricular_septum_morphology	1
VCP-related_multisystem_proteinopathy	1
CHD8-Related_Disorder	1
Small_intestine_carcinoid	1
Small_nail	1
Small_thenar_eminence	1
Small_vessel_cerebrovascular_disease	1
CHD7_disorder	1
CHD7-related_disorders	1
CHD5-related_Neurodevelopmental_disorder	1
VCP-Related_Disorders	1
VATER/VACTERL_association_with_CNS_malformations	1
CASK-related_disorders	1
CARNITINE_PALMITOYLTRANSFERASE_IA_POLYMORPHISM	1
Uric_acid_nephrolithiasis	1
C6_A/B_POLYMORPHISM	1
C3_POLYMORPHISM	1
C3S/C3F_POLYMORPHISM	1
Urticaria	1
C2-related_disorders	1
Butyrylcholinesterase_deficiency	1
Butyrylcholinesterase_activity	1
Abnormality_of_temperature_regulation	1
Buruli_ulcer	1
Abnormality_of_the_anus	1
Bulbous_tips_of_toes	1
Urinary_bladder_sphincter_dysfunction	1
Bruck_syndrome	1
Brown_oculocutaneous_albinism	1
Abnormality_of_the_cardiovascular_system	1
Bronchopulmonary_dysplasia_of_newborn	1
Influenza	1
Iron_deposition_in_globus_pallidus	1
Broad_nasal_tip	1
KCNN2-related_Neurodevelopmental_movement_disorder	1
British_HPFH	1
Iron_deficiency_anemia	1
Abnormality_of_skin_morphology	1
C7_and_C6_deficiency	1
Inflexible_adherence_to_routines_or_rituals	1
Abnormality_of_salivation	1
Spastic_ataxia_9	1
CARBAMOYL_PHOSPHATE_SYNTHETASE_I_POLYMORPHISM	1
CAPRIN1-related_neurodevelopmental_disorders	1
CAP-congenital_myopathy_with_arthrogryposis_multiplex_congenita_without_heart_involvement	1
KCNQ1-related_epilepsy	1
Spastic_paraplegia-Paget_disease_of_bone_syndrome	1
CAMK2G-related_syndromic_intellectual_disability	1
Irregular_dentition	1
CACNB4-Related_Disorders	1
CACNA1H-related_disorder	1
CACNA1G-related_disorders	1
CACNA1D-related_neurodevelopmental_and_endocrine_disorders	1
CACNA1D-related_disorder	1
Abnormality_of_iron_homeostasis	1
Abnormality_of_macular_pigmentation	1
CACNA1C-Related_Disorders	1
CACNA1C-Related_Disorder	1
CACNA1B-related_neurodevelopmental_disorder	1
Abnormality_of_mitochondrial_metabolism	1
Abnormality_of_pain_sensation	1
CACNA1A-associated_disorders	1
Bifid_nail	1
Primary_peritoneal_carcinoma	1
Desmoid_tumor	1
HEMOGLOBIN_MEMPHIS	1
HEMOGLOBIN_MOABIT	1
HEMOGLOBIN_MIZUSHI	1
HEMOGLOBIN_MIZUHO	1
HEMOGLOBIN_MIYASHIRO	1
HEMOGLOBIN_MIYANO	1
HEMOGLOBIN_MITO	1
HEMOGLOBIN_MINNEAPOLIS-LAOS	1
HEMOGLOBIN_MILLEDGEVILLE	1
HEMOGLOBIN_MICHIGAN-II	1
HEMOGLOBIN_MICHIGAN-I	1
Mucolipidosis_III_alpha/beta	1
HEMOGLOBIN_MEXICO	1
HEMOGLOBIN_MEQUON	1
HEMOGLOBIN_MELUSINE	1
Multifocal_breast_carcinoma	1
HEMOGLOBIN_MEILAHTI	1
HEMOGLOBIN_MCKEES_ROCKS	1
HEMOGLOBIN_MATSUE-OKI	1
HEMOGLOBIN_MATERA	1
HEMOGLOBIN_MARINEO	1
HEMOGLOBIN_MAPUTO	1
HEMOGLOBIN_MANUKAU	1
HEMOGLOBIN_MANTES-LA-JOLIE	1
HEMOGLOBIN_MANITOBA	1
HEMOGLOBIN_MANAWATU	1
HEMOGLOBIN_MALMO	1
HEMOGLOBIN_MALHACEN	1
HEMOGLOBIN_MALAY	1
HEMOGLOBIN_MOBILE	1
HEMOGLOBIN_MOLFETTA	1
HEMOGLOBIN_MONTGOMERY	1
Motor_neuropathy	1
Moderate_albuminuria	1
HEMOGLOBIN_M_(MILWAUKEE_1)	1
Moderate_intellectual_deficiency	1
Moderate_sensorineural_hearing_impairment	1
Mohr_syndrome	1
HEMOGLOBIN_M_(KISKUNHALAS)	1
HEMOGLOBIN_M_(KANKAKEE)	1
HEMOGLOBIN_M_(IWATE)	1
Monocular_strabismus	1
HEMOGLOBIN_M_(HYDE_PARK)	1
Monogenic_Obesity	1
HEMOGLOBIN_M_(GOTHENBURG)	1
HEMOGLOBIN_M_(BOSTON)	1
HEMOGLOBIN_M_(AKITA)	1
HEMOGLOBIN_MUSKEGON	1
Mood_changes	1
Morphological_central_nervous_system_abnormality	1
HEMOGLOBIN_MUSCAT	1
HEMOGLOBIN_MUNAKATA	1
HEMOGLOBIN_MUGINO	1
HEMOGLOBIN_MOZHAISK	1
HEMOGLOBIN_MOSELLA	1
Motor_and_sensory_neuropathy	1
HEMOGLOBIN_MOSCVA	1
HEMOGLOBIN_MORIGUCHI	1
Motor_neuron_atrophy	1
HEMOGLOBIN_MONT_SAINT-AIGNAN	1
HEMOGLOBIN_MAHIDOL	1
HEMOGLOBIN_MADRID	1
Desmoplastic_small_round_cell_tumor	1
HEMOGLOBIN_KNOXVILLE-1	1
HEMOGLOBIN_KURDISTAN	1
HEMOGLOBIN_KURASHIKI	1
Multiple_prenatal_fractures	1
HEMOGLOBIN_KOYA_DORA	1
HEMOGLOBIN_KOREA	1
HEMOGLOBIN_KOKURA	1
Multiple_small_medullary_renal_cysts	1
HEMOGLOBIN_KOFU	1
HEMOGLOBIN_KOELLIKER	1
HEMOGLOBIN_KODAIRA_II	1
HEMOGLOBIN_KODAIRA	1
Multiple_unerupted_teeth	1
HEMOGLOBIN_KOBE	1
HEMOGLOBIN_KNOSSOS	1
Multifocal_pattern_dystrophy_simulating_fundus_flavimaculatus	1
HEMOGLOBIN_KHARTOUM	1
HEMOGLOBIN_KENITRA	1
Muscle_fiber_inclusion_bodies	1
HEMOGLOBIN_KEMPSEY	1
HEMOGLOBIN_KAWACHI	1
HEMOGLOBIN_KARLSKOGA	1
HEMOGLOBIN_KARIYA	1
HEMOGLOBIN_KARACHI	1
HEMOGLOBIN_KANAGAWA	1
HEMOGLOBIN_KAGOSHIMA	1
Muscular_dystrophy_and_arthrogryposis	1
HEMOGLOBIN_J_(WENCHANG-WUMING)	1
Muscular_ventricular_septal_defect	1
HEMOGLOBIN_KUROSAKI	1
HEMOGLOBIN_K_(CAMEROON)	1
HEMOGLOBIN_K_(IBADAN)	1
HEMOGLOBIN_K_(WOOLWICH)	1
Multifocal_seizures	1
Multiminicore/minicore/multicore_disease	1
HEMOGLOBIN_MACHIDA	1
HEMOGLOBIN_L_(PERSIAN_GULF)	1
Multiple_Morphological_Anomalies_of_Sperm_Flagella_(MMAF)	1
HEMOGLOBIN_L_(GASLINI)	1
HEMOGLOBIN_L_(FERRARA)	1
HEMOGLOBIN_LYON	1
HEMOGLOBIN_LUXEMBOURG	1
HEMOGLOBIN_LUTON	1
HEMOGLOBIN_LUFKIN	1
HEMOGLOBIN_LUCKNOW	1
HEMOGLOBIN_LOMBARD	1
HEMOGLOBIN_LOIRE	1
HEMOGLOBIN_LISBON	1
HEMOGLOBIN_LINKOPING	1
HEMOGLOBIN_LIMASSOL	1
HEMOGLOBIN_LILLE	1
HEMOGLOBIN_LESLIE	1
HEMOGLOBIN_LEIDEN	1
HEMOGLOBIN_LEGNANO	1
Multiple_fibroadenomas_of_the_breast	1
HEMOGLOBIN_LA_ROCHE-SUR-YON	1
HEMOGLOBIN_LA_DESIRADE	1
HEMOGLOBIN_LA_CORUNA	1
HEMOGLOBIN_LAS_PALMAS	1
HEMOGLOBIN_LAMEN_ISLAND	1
Mo_ALLOANTIGEN_POLYMORPHISM	1
HEMOGLOBIN_M_(MILWAUKEE_2)	1
HEMOGLOBIN_M_(OLDENBURG)	1
HEMOGLOBIN_PHILLY	1
HEMOGLOBIN_PORTO_ALEGRE	1
HEMOGLOBIN_PONTOISE	1
Microtia_with_or_without_hearing_impairment	1
Microvascular_complications_of_diabetes_1	1
Microvascular_complications_of_diabetes_2	1
Microvascular_complications_of_diabetes_5	1
Microvascular_complications_of_diabetes_6	1
HEMOGLOBIN_POITIERS	1
HEMOGLOBIN_POCOS_DE_CALDAS	1
Middle_cerebral_artery_stenosis	1
HEMOGLOBIN_PLASENCIA	1
HEMOGLOBIN_PIERRE-BENITE	1
Midline_facial_cleft	1
HEMOGLOBIN_PETERBOROUGH	1
HEMOGLOBIN_M_(OSAKA)	1
HEMOGLOBIN_PETAH_TIKVA	1
Migraine_with_or_without_aura	1
HEMOGLOBIN_PERTH	1
HEMOGLOBIN_PERSPOLIS	1
Mild_hemophilia_A	1
Mild_obesity	1
Mild_short_stature	1
HEMOGLOBIN_PAVIE	1
Mineralocorticoid_deficiency	1
HEMOGLOBIN_PASSY	1
Minimal_change_glomerulonephritis	1
HEMOGLOBIN_PASADENA	1
HEMOGLOBIN_PART-DIEU	1
HEMOGLOBIN_PORT_HURON	1
Microprolactinoma	1
HEMOGLOBIN_PORT_PHILLIP	1
HEMOGLOBIN_POTOMAC	1
Microcephaly-complex_motor_and_sensory_axonal_neuropathy_syndrome	1
HEMOGLOBIN_RICCARTON	1
HEMOGLOBIN_RENERT	1
HEMOGLOBIN_REIMS	1
HEMOGLOBIN_REGINA	1
HEMOGLOBIN_RANDWICK	1
HEMOGLOBIN_RANCHO_MIRAGE	1
HEMOGLOBIN_RAMPA	1
HEMOGLOBIN_RAMONA	1
HEMOGLOBIN_RALEIGH	1
HEMOGLOBIN_RAINIER	1
HEMOGLOBIN_RAHERE	1
HEMOGLOBIN_RADCLIFFE	1
Microcephaly_28	1
HEMOGLOBIN_Q_(THAILAND)	1
HEMOGLOBIN_Q_(IRAN)	1
HEMOGLOBIN_Q_(INDIA)	1
HEMOGLOBIN_QUIN-HAI	1
HEMOGLOBIN_QUESTEMBERT	1
HEMOGLOBIN_QUEENS	1
HEMOGLOBIN_Q	1
HEMOGLOBIN_P_(GALVESTON)	1
Microlissencephaly	1
HEMOGLOBIN_PYRGOS	1
HEMOGLOBIN_PUTTELANGE	1
HEMOGLOBIN_PRESBYTERIAN	1
Microphthalmia_and_cataract	1
HEMOGLOBIN_PARK_RIDGE	1
Mirror_movements_3	1
HEMOGLOBIN_PALMERSTON_NORTH	1
HEMOGLOBIN_NOTTINGHAM	1
Mitochondrial_complex_v_(atp_synthase)_deficiency	1
HEMOGLOBIN_NORTH_CHICAGO	1
